id_obs,id_sub,id_ses,participantcode,participantlabel,payoff,sessioncode,sessionlabel,treatment_past,treatment_future,matching_group,time_total,time_questions,time_waiting,role,round,earnings,group_id,state,message,action,bias,noise,time_decision,time_results,risk,risk_payoff,crt,time_crt,crt_payoff,trust_sender,trust_receiver,age,study,gender
6926,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,26,112,2,2,2,2,Low,2,4,25,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6927,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,27,90,3,2,1,1,Low,0,8,25,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6928,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,28,88,2,3,4,4,Low,-2,6,36,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6929,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,29,107,3,3,3,3,Low,-3,4,3,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6930,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,30,109,4,3,3,3,Low,-1,6,5,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6931,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,31,110,4,1,1,1,Medium,0,3,3,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6932,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,32,110,2,5,5,5,Medium,0,38,13,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6933,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,33,112,3,3,3,3,Medium,2,2,33,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6934,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,34,92,2,4,5,5,Medium,2,3,28,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6935,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,35,106,3,5,5,5,Medium,-4,3,3,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6936,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,36,89,1,2,3,3,Medium,-1,3,0,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6937,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,37,93,2,2,3,3,Medium,3,2,40,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6938,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,38,88,4,2,3,3,Medium,-2,2,33,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6939,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,39,13,2,4,1,1,Medium,-3,8,3,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6940,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,40,90,1,3,4,4,Medium,0,5,5,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6941,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,41,89,3,1,2,2,Medium,-1,3,43,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6942,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,42,-26,3,5,1,1,Medium,3,14,5,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6943,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,43,60,4,3,5,5,Medium,3,6,12,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6944,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,44,88,4,1,2,2,Medium,-2,3,12,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6945,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,45,93,1,3,4,4,Medium,3,2,40,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6946,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,46,114,4,5,5,5,Medium,4,2,43,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6947,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,47,108,3,3,3,3,Medium,-2,2,34,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6948,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,48,108,4,5,5,5,Medium,-2,36,11,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6949,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,49,93,2,2,1,1,Medium,3,5,4,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6950,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,50,108,4,4,4,4,Medium,-2,4,14,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6951,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,51,88,4,4,5,5,Medium,-2,4,4,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6952,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,52,-26,3,5,1,1,Medium,3,6,69,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6953,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,53,110,4,3,3,3,Medium,0,3,13,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6954,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,54,112,2,4,4,4,Medium,2,6,36,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6955,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,55,92,3,4,5,5,Medium,2,8,516,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6956,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,56,109,4,2,2,2,Medium,-1,3,14,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6957,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,57,110,3,2,2,2,Medium,0,2,8,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6958,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,58,90,1,3,4,4,Medium,0,24,37,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6959,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,59,88,3,3,4,4,Medium,-2,3,5,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6960,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,60,114,4,1,1,1,Medium,4,11,9,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6961,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,1,80,4,2,1,1,Low,-4,82,29,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6962,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,2,108,3,3,3,3,Low,1,53,23,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6963,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,3,95,3,1,2,2,Low,0,5,14,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6964,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,4,98,3,4,5,5,Low,3,14,19,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6965,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,5,4,1,4,1,1,Low,-4,12,5,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6966,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,6,95,2,2,3,3,Low,0,7,13,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6967,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,7,107,2,1,2,1,Low,0,12,33,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6968,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,8,105,3,1,1,1,Low,-2,55,50,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6969,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,9,22,2,1,4,4,Low,-3,7,34,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6970,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,10,11,2,4,2,1,Low,3,27,6,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6971,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,11,49,3,5,1,3,Low,0,11,6,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6972,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,12,84,4,3,2,2,Low,0,17,12,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6973,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,13,61,1,1,3,3,Low,-3,26,4,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6974,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,14,91,3,2,1,3,Low,-4,16,39,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6975,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,15,49,2,5,3,3,Low,0,3,14,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6976,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,16,-43,2,5,1,1,Low,-4,43,32,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6977,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,17,53,2,3,2,1,Low,4,41,9,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6978,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,18,111,4,3,3,3,Low,4,7,10,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6979,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,19,67,3,2,4,4,Low,3,6,11,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6980,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,20,105,4,1,1,1,Low,-2,31,4,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6981,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,21,107,3,3,3,3,Low,0,12,13,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6982,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,22,64,4,2,4,4,Low,0,7,21,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6983,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,23,107,3,1,1,1,Low,0,27,22,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6984,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,24,81,3,3,2,2,Low,-3,12,6,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6985,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,25,49,2,3,2,1,Low,0,26,17,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6986,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,26,27,3,2,5,5,Low,2,5,4,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6987,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,27,84,3,2,1,1,Low,0,18,4,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6988,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,28,93,2,3,4,4,Low,-2,5,14,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6989,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,29,81,4,3,2,2,Low,-3,33,8,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6990,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,30,48,1,3,1,1,Low,-1,6,40,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6991,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,31,90,3,1,2,1,Medium,0,35,0,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6992,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,32,-80,3,5,2,1,Medium,0,66,9,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6993,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,33,92,3,3,3,3,Medium,2,4,16,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6994,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,34,18,4,4,1,2,Medium,2,10,8,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6995,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,35,-84,2,5,1,1,Medium,-4,32,5,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6996,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,36,89,2,2,2,2,Medium,-1,8,21,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6997,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,37,60,1,2,5,5,Medium,3,6,36,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6998,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,38,108,3,2,3,3,Medium,-2,3,27,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
6999,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,39,-32,2,4,1,1,Medium,-3,3,7,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7000,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,40,57,4,3,2,2,Medium,0,6,26,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7001,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,41,109,4,1,4,2,Medium,-1,59,339,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7002,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,42,-77,3,5,1,1,Medium,3,4,0,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7003,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,43,60,2,3,2,2,Medium,3,10,23,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7004,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,44,108,4,1,2,2,Medium,-2,3,15,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7005,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,45,19,4,3,1,1,Medium,3,11,35,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7006,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,46,94,4,5,5,5,Medium,4,4,16,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7007,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,47,55,2,3,2,2,Medium,-2,4,10,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7008,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,48,14,1,5,3,3,Medium,-2,6,5,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7009,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,49,93,3,2,4,4,Medium,3,4,14,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7010,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,50,14,2,4,1,2,Medium,-2,10,0,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7011,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,51,14,3,4,2,2,Medium,-2,7,20,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7012,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,52,-77,3,5,1,1,Medium,3,4,9,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7013,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,53,16,3,3,1,1,Medium,0,43,13,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7014,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,54,92,3,4,4,4,Medium,2,4,13,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7015,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,55,18,2,4,2,2,Medium,2,17,50,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7016,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,56,89,2,2,1,2,Medium,-1,8,15,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7017,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,57,90,4,2,2,2,Medium,0,4,14,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7018,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,58,57,4,3,1,2,Medium,0,6,12,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7019,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,59,108,3,3,4,4,Medium,-2,4,43,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7020,117,5,t55ic97g,PC13,17.96,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,363,46,Sender,60,94,2,1,3,3,Medium,4,3,43,1,140,1,11,50,Neither agree nor disagree,Neither agree nor disagree,22,Non-econ,Female
7021,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,1,86,1,2,2,3,Low,-4,12,28,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
7022,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,2,111,4,3,3,3,Low,1,5,61,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
7023,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,3,90,3,1,2,2,Low,0,13,8,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
7024,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,4,93,3,4,5,5,Low,3,7,9,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
7025,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,5,106,2,4,4,4,Low,-4,6,0,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
7026,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,6,110,3,2,2,2,Low,0,3,13,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
7027,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,7,110,3,1,1,1,Low,0,3,4,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
7028,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,8,88,4,1,1,2,Low,-2,4,4,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
7029,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,9,13,2,1,4,4,Low,-3,4,8,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
7030,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,10,113,3,4,4,4,Low,3,8,7,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
7031,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,11,57,3,5,1,3,Low,0,5,7,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
7032,118,6,zhxwxy6e,PC05,29.58,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,0,73,Receiver,12,110,3,3,3,3,Low,0,4,13,1,140,2,5,100,Neither agree nor disagree,Neither agree nor disagree,20,Economics,Female
